,AHI1,AKAP7,ALDH8A1,ARG1,BCLAF1,CAMK1D,CCDC28A,CDK4,CDKN2A,CDKN2B,CHAT,CITED2,COL6A2,CPM,CPT1B,CSTF2T,CTGF,CYP27B1,DKK1,DSE,DST,ECHDC1,EGFR,ENPP1,EPB41L2,EPHA7,EPM2A,EYA4,FABP7,GJA1,GPR126,GRM1,HBS1L,HDDC2,HEBP2,HECA,HEY2,HIVEP2,HSF2,IFNGR1,IL20RA,KIAA0408,KPNA5,LAMA2,MAN1A1,MAP3K5,MAP7,MDM2,MDM4,MED23,MET,MOXD1,MTAP,MYB,NF1,NMBR,NUS1,PACRG,PDE7B,PDGFRA,PERP,PEX3,PEX7,PFKP,PHACTR2,PIK3C2B,PIK3CA,PIK3R1,PLAGL1,PLN,PRKG1,PTEN,PTPRK,QKI,RAB32,RB1,RNF146,ROS1,RSU1,RWDD1,SERINC1,SF3B5,SLC18A3,SMPDL3A,STX11,TAAR2,TAAR5,TBPL1,TCF12,TCF21,TNFAIP3,TP53,TPD52L1,TRMT11,TSPAN31,UTRN,VNN1,VNN2,VNN3
TCGA-06-0125,0.2201,0.42919,0.28522,-0.48884,0.70438,1.08769,-0.34844,-0.47512,-1.72986,-1.16701,-0.31094,-0.04146,0.51701,-0.40308,0.40191,-0.24136,-0.17169,-0.17899,-1.86081,-0.22027,0.42514,0.05674,2.96314,0.27147,0.18063,0.16287,0.36958,1.72487,1.42816,1.03791,0.58211,-0.27594,0.1697,-0.02296,0.49142,-0.18958,0.00219,-0.06794,0.1154,-0.38679,0.21626,0.39585,0.3065,0.87909,-1.14902,-0.49496,-0.62251,-0.20639,0.42267,0.35178,-1.08888,0.35321,-1.29536,-0.33288,0.15541,-0.05187,0.2881,-0.09878,0.6182,0.30307,0.82188,0.17851,0.02072,0.40079,0.37923,-0.26253,-0.14663,0.27144,0.69594,-0.00529,0.26939,-0.52552,0.89198,0.13454,-0.10801,0.29317,0.53539,-1.49967,0.92169,-0.09909,0.20308,-0.30664,-0.06087,-0.21464,-0.02524,0.02775,-0.10499,-0.28823,0.2754,-0.46336,0.21441,0.88804,-1.32094,-0.11251,-0.86708,0.30975,-0.40059,-0.55242,-0.45063
TCGA-06-0126,0.48918,0.49555,0.48431,0.1399,0.92399,0.48647,-0.23794,-0.68093,-1.63969,-1.43627,-0.33662,-0.37823,-0.83273,0.10995,0.32716,-0.13863,0.79716,0.26885,-1.80677,-0.19978,0.66419,0.08556,2.64472,-0.49748,0.44731,-0.56521,0.49312,-0.79972,1.08512,0.39271,-0.25267,0.11469,-0.02311,-0.16016,-0.33612,0.13495,0.41156,0.3152,-0.2062,0.46478,0.40176,0.42744,0.17011,0.34408,-0.71137,0.57426,0.06653,0.17217,0.40843,0.34049,-0.50153,-1.1119,-0.97142,-0.27565,0.30725,-0.25038,-0.09784,0.13747,1.74242,-0.42009,-0.25885,0.03468,-0.18712,-0.33186,-0.24188,0.02921,-0.07365,0.71327,-0.26643,-0.35081,-0.03037,0.31652,-0.12039,0.47993,-0.51587,0.23408,0.39423,-1.01128,-0.63629,-0.02826,0.49071,-0.60205,-0.09675,-0.28202,-0.57892,0.21818,-0.11096,-0.74615,0.65044,-0.75748,-0.31701,0.46755,0.00236,-0.23625,-0.58903,0.26644,-0.00884,0.21997,-0.20687
TCGA-06-0127,0.6924,-0.17216,0.81366,0.6435,0.27974,0.87664,0.15278,-1.44692,-1.17668,-0.85014,-0.06315,-0.34541,-0.56781,1.02281,0.52436,-0.57729,0.03416,-0.52135,-1.37257,-0.90853,1.11618,-0.16642,2.84934,0.07133,0.52424,-0.25413,0.33635,1.48733,1.26665,1.14402,-0.41979,0.99698,-0.07814,0.09534,-0.26565,0.25069,-0.23479,0.37407,-0.55008,1.09963,-0.08275,0.0206,-0.01115,0.59527,0.00732,0.26905,0.86108,-0.27924,-0.05816,-0.16764,-0.68064,0.6925,-0.81168,-0.4814,0.0837,-0.1767,-0.46206,0.49324,0.35019,-1.42518,-0.27941,-0.03317,-0.16755,1.0008,0.23038,0.14519,0.05157,-0.05506,0.23609,-0.60715,-0.16393,-0.35186,0.50149,0.04476,-0.18267,-0.02681,0.47974,-0.64384,-0.79326,0.0309,0.49192,-0.62173,0.16794,-0.42156,0.02283,0.17271,-0.06335,-0.67111,0.29929,-0.37694,-0.28841,-0.81609,0.94793,0.00859,-1.10226,0.28981,0.36051,-0.07863,0.11217
TCGA-06-0128,0.58329,0.18998,0.3538,0.21156,0.31171,0.30587,-0.31056,2.18289,2.10013,0.84455,0.04115,-0.54379,-0.83227,-1.24529,0.73609,0.1429,-0.70421,1.88859,-1.21795,0.03253,0.43353,0.37711,-1.61122,-0.14768,0.2876,-0.34627,0.88358,-1.58655,-1.03879,-0.81029,-0.6407,-0.15344,0.1883,0.94412,0.21953,0.26195,1.42071,-0.23661,0.74966,0.84906,-0.81495,0.69573,0.85186,-0.44833,-0.99187,0.27566,-0.22346,-0.75083,0.79209,0.41402,-1.29238,-2.34717,0.56604,0.18901,0.22401,0.27265,-0.37727,0.25528,-0.25509,0.23724,-0.57297,0.85711,0.28178,-0.70702,-0.76993,-0.0747,-0.54359,0.44077,-0.23952,0.95598,-0.16466,0.23107,0.36094,0.65052,0.00803,0.14632,0.38809,-1.38739,0.26937,0.68336,0.13304,0.36996,0.44464,-0.01679,-0.47306,-0.13753,0.04963,0.91762,-0.58764,-0.28373,0.1728,-0.6302,-0.84186,-0.01024,3.30382,-1.06607,-0.34889,1.92971,0.67194
TCGA-06-0129,0.84768,0.20964,0.52837,-0.93141,1.11525,0.52264,0.14369,2.55895,2.04645,1.23063,-0.37287,0.24921,-0.9117,0.4676,1.11903,1.1601,-1.2082,4.29772,-1.95424,-0.08028,1.02765,0.12248,0.41426,1.15281,1.23724,0.32827,0.33014,-1.312,-3.46267,-0.46515,-0.12908,-0.08555,0.77738,-0.17913,-0.94684,1.20985,0.18743,-0.35545,0.71099,1.27136,-0.77059,1.28536,0.40934,-1.54278,-0.28925,-0.15262,-0.46928,-0.28243,0.80968,1.39763,-1.4338,-3.50431,1.35105,1.68958,0.46392,0.26742,0.08468,-0.48839,-1.30131,1.24262,-1.01093,0.53235,0.17134,-0.44204,-0.19045,0.67228,0.65624,1.20161,-0.0905,-0.65995,-0.29528,0.33319,0.75756,1.23063,-0.52505,0.65062,0.95711,-1.62067,0.13105,0.0856,0.04068,-0.19382,0.19643,-0.38985,-0.22274,0.03469,-0.07232,0.74974,1.57824,-0.70027,0.01656,0.77021,-1.02395,0.56272,3.33839,-0.341,-0.07004,-0.25174,-0.29339
TCGA-06-0130,0.04177,-0.48414,-0.35774,-0.86589,-0.23034,0.6406,0.31465,0.26861,2.76642,0.99967,-0.13043,0.29089,2.30741,0.70871,1.2622,-0.28732,1.09236,-0.17629,2.42783,2.1928,-0.52357,-0.00478,-2.21344,0.64492,0.41506,-0.22299,-0.70742,0.66387,-2.36644,-0.70967,0.40207,-0.45678,-0.38591,-0.54367,0.01992,0.79151,-0.68019,-0.32716,-0.92907,1.0326,-0.2993,-1.69563,-0.54797,0.19882,0.91119,0.16415,-0.81646,-0.07387,-0.64813,0.18196,1.81151,1.30866,1.31707,-0.06382,-0.36462,0.07952,-0.04089,-1.78495,-0.45932,0.69672,-0.70533,-0.20109,-0.44881,-0.58491,0.67985,-0.87672,-0.72839,-0.56135,0.58691,0.99405,-0.08302,0.71245,-0.38558,-0.88991,1.20824,0.11702,-0.55799,-0.58281,0.42807,-0.08755,-0.63405,-0.55858,-0.10953,1.38366,0.82045,0.16252,-0.06339,-0.07858,-0.19103,0.92397,1.34497,-0.01839,0.77175,-0.28332,-0.38926,0.39563,1.68872,1.47963,-0.00324
TCGA-06-0137,0.1647,-0.11159,0.80017,-0.36541,0.60932,-0.08319,-0.08765,-0.70663,-1.47781,-1.03951,-0.15381,0.17211,1.99971,-0.05485,-0.02135,-0.40409,0.73387,-0.53378,-1.85047,-0.79634,-0.20846,0.15364,2.74976,-0.41026,-0.34398,-0.36029,0.18891,2.64168,1.44708,1.10824,-0.59916,0.54645,0.2777,0.27338,-0.05773,-0.16923,0.13257,0.55454,-0.11212,-0.20834,0.09538,0.58317,0.43467,1.20107,-1.09524,-1.2479,-0.18687,-0.61171,-0.16015,-0.01995,0.14815,-1.1044,-1.35015,-0.40028,0.39372,0.3938,0.20625,1.31824,0.64912,-1.10123,0.64604,0.07833,0.17001,0.2117,0.11611,0.4176,0.41394,0.60696,0.60554,0.1271,-0.18138,0.0756,0.69003,0.54783,-0.18084,-0.10325,0.26503,-1.10792,-0.48011,0.13473,0.56363,-0.19285,0.0127,0.64371,-0.33188,0.32238,0.10063,-0.27766,0.30131,-0.42125,-0.29152,0.49321,-0.07144,0.14524,0.01303,-0.42982,-0.86021,-1.14436,-0.15455
TCGA-06-0138,0.17353,0.29923,-0.4102,0.29627,-0.46404,-0.11674,-0.09104,2.63357,2.02199,0.95291,-0.01148,0.49471,-0.0961,1.03268,0.41928,-0.52901,0.28402,3.77962,-0.13664,0.02801,-0.76894,-0.29167,0.3748,0.19485,-0.53294,-0.17237,-0.12491,0.95963,0.93187,0.39537,0.10016,-0.22843,-0.57053,0.45821,0.4336,0.10433,0.55557,0.26536,-0.26171,0.34494,0.27454,-0.24104,-0.63293,-0.26493,-0.26282,-0.03457,-0.05019,3.73981,-0.22502,-0.32722,-0.7241,-0.31559,0.26406,0.08946,-0.01711,0.49626,-0.58924,0.33294,0.25036,-1.26485,-0.25865,0.2451,0.20618,-0.5928,0.00651,-0.33524,-0.8793,0.17768,0.03145,-0.50574,0.20221,-0.30693,0.02184,0.07754,0.01462,0.13354,-0.84263,0.6183,-0.32537,0.30679,-0.02478,-0.09207,-0.15596,0.30167,-0.00327,0.31128,0.13753,0.23456,-0.15242,0.02936,-0.02672,-0.1406,-0.01586,-0.10298,3.89064,-0.25757,0.18566,0.22665,-0.01275
TCGA-06-0143,0.60841,-0.25414,0.21925,-0.20016,0.54077,1.10142,0.06594,-0.7995,-1.56047,-1.27789,0.01658,-0.02052,1.30182,0.6139,1.10251,-0.52312,-0.37862,-0.37332,-1.6452,1.15493,0.41591,0.04488,2.44438,0.5116,0.20192,-0.89176,-0.38914,-1.5303,-0.83642,-0.32552,-0.1525,-1.10414,0.10382,-0.45666,0.2639,0.33485,-0.01444,0.59939,-0.68839,-0.14872,-0.53628,0.84152,0.14871,-0.78335,-0.08207,0.26272,-0.23671,0.86559,6.64775,0.181,-0.13591,-0.87409,-0.92781,-0.18595,0.1513,0.22975,0.34598,-0.06762,0.01402,0.83443,0.21256,-0.06851,-0.6433,0.72173,-0.39301,3.97131,-0.14504,-1.50579,-0.1973,0.31006,-0.03226,0.18923,0.07299,0.22677,-0.29021,-0.02605,0.32238,-0.98039,0.67769,-0.09414,0.16152,-0.33878,0.38727,0.40685,0.10506,-0.059,-0.20136,-0.56601,-0.35428,-0.55754,1.89894,-0.01128,-1.05922,-0.07382,-0.40776,0.43279,0.05455,0.04418,0.11337
TCGA-06-0145,0.17186,0.44438,0.06165,0.6723,0.66307,-0.25952,-0.25944,1.41312,-1.44322,-1.0522,-0.37845,0.34516,-0.86079,-0.93239,0.01806,-0.15397,0.20719,2.01384,-1.48479,0.64414,-0.35403,0.13367,3.37363,0.04924,0.24382,-0.19476,1.0714,0.51167,1.6524,0.61427,0.0802,-0.86846,-0.18282,0.21008,0.51396,0.49518,0.43778,0.32272,0.1741,0.36545,1.94987,0.26959,-0.10703,1.83202,-0.09599,0.86843,-0.14211,-0.55736,0.75151,0.82805,-1.17432,3.58911,0.01995,-0.5915,0.24839,0.2832,-0.16118,0.82416,1.13597,-1.16387,1.02942,0.11281,0.19761,-0.86587,1.16777,1.14291,-0.5984,0.03255,1.1846,-0.86426,-0.16908,0.07885,1.12202,0.6649,0.15557,0.0568,0.20286,-1.79119,-0.51496,0.19631,0.51374,-0.16847,-0.16846,0.73388,0.41738,-0.53129,0.2806,0.09853,0.21955,-0.57684,-0.11298,0.70747,-0.51615,0.60446,2.53361,0.68803,-0.46777,0.61418,0.00263
TCGA-06-0147,-0.04825,-0.5842,-0.25339,-0.29371,-0.09364,0.68509,0.43585,-0.64014,1.68076,1.42621,-0.1422,0.5077,1.36601,2.67501,0.71184,0.09031,0.62825,0.32692,4.08193,2.12085,-0.2343,-0.08739,-2.67084,0.39765,0.57492,-0.45465,-0.44356,-0.94437,0.34415,-0.34747,0.04706,-0.75149,-0.19864,-0.20886,-0.23166,0.92834,0.22033,0.1608,-0.85212,0.84641,-0.22092,-0.48577,-0.63099,1.69515,1.18817,0.45042,0.21915,0.12961,0.17087,0.07906,0.04687,-0.33884,0.75449,0.34727,-0.18614,0.18059,-0.15963,-1.05522,-0.36759,-0.99969,0.21272,-0.5817,-0.37346,-0.0056,1.17304,0.26696,-0.08719,-0.41811,1.01635,1.06478,0.20659,0.78434,-0.02636,-0.15136,0.84768,-0.12567,-0.6329,-0.3256,0.37599,0.12939,-0.20977,0.15533,-0.24117,1.11373,0.65722,-0.23516,-0.0953,-0.61657,-0.46906,-0.54777,2.44601,0.21555,0.35454,-0.55556,-0.88728,0.19152,0.78164,0.60402,0.42033
TCGA-06-0148,0.32498,-0.05869,0.22246,-0.17106,-0.05365,0.66506,0.10211,-0.69695,-1.38626,-0.84312,0.48653,1.15691,0.48528,-0.62862,-0.00504,-0.61513,0.34214,-0.40925,-0.79716,-0.25266,0.43608,-0.67992,3.2849,0.26708,-0.71974,0.04799,0.06309,1.50971,0.38164,0.7111,-0.75797,-0.35351,0.00618,-0.86653,0.05788,0.30408,-0.62223,0.25705,-0.58725,-0.75856,-0.24691,-0.10398,0.22775,1.33392,-0.74624,-0.7714,-0.84288,0.40142,0.67477,-0.35495,-0.39509,1.46609,-1.26229,-0.40159,0.03703,0.35295,-0.04074,-1.14595,0.81596,-1.20099,0.41921,-0.44034,-0.36838,1.14371,0.10931,-0.7323,0.594,0.55308,0.20247,0.3451,0.1383,0.28045,-0.52528,0.53027,0.34223,-0.11815,-0.34193,-0.83893,0.89025,-0.02419,0.16617,-0.36991,-0.18862,-0.46992,-0.19613,0.04443,0.1904,-0.61979,0.17498,0.0309,0.10797,0.40383,-0.91188,-0.53666,-0.8618,0.32471,-0.15558,-0.54451,0.181
TCGA-06-0154,-0.41237,-0.39851,-0.20402,0.4174,-0.24052,-0.42095,-0.47765,-0.46945,-1.17531,-0.35168,0.09108,0.3482,0.23138,-0.64433,-0.00507,-0.33549,0.42538,-0.17347,-1.12134,0.47557,0.25057,-0.70354,2.15542,0.34612,-0.92666,0.29771,-0.57613,0.7799,0.70907,-0.65074,0.25524,-0.75546,-0.80348,-0.66038,0.87071,-0.40763,-0.24466,-0.49714,-1.14804,-0.29704,-0.32889,-0.59215,-0.35091,0.06179,0.3469,-1.03122,-0.61437,0.02868,1.03574,-0.64221,0.14798,-0.60404,-0.37902,-0.21844,0.02741,0.1651,-0.14177,-1.23692,-0.16133,-0.51155,2.4647,0.34737,-0.72807,1.22667,0.47632,-0.52289,0.38389,-0.44723,0.90181,-0.10512,0.2579,0.47198,-0.935,-0.40009,0.11146,0.38476,-1.29727,0.85021,0.69297,-0.43515,-0.51556,0.15707,-0.12232,-0.27674,0.06968,0.08526,0.07587,-0.62243,-0.12095,-0.16535,1.30425,-0.05955,-1.30595,-0.71536,-0.36437,-0.09894,0.29266,0.64079,0.10529
TCGA-06-0157,0.01896,0.33127,-0.39641,0.1521,0.30856,-0.35191,-0.34481,2.35588,1.95788,0.65832,0.18162,0.28308,-0.66181,-0.85247,0.56925,-0.22955,-0.55976,3.06847,-1.48032,0.14868,-0.65044,0.27253,2.15447,-0.21947,0.37586,-0.26743,1.11171,0.63338,0.70648,1.14691,-0.13315,0.82217,0.35538,-0.06511,-0.05644,-0.08727,0.48319,0.7207,0.5587,-0.2394,0.63256,0.7048,0.05468,0.24386,-0.30448,1.41505,0.10735,-0.838,7.12785,0.08526,-1.05784,-0.63605,0.45303,0.05801,0.12562,0.04455,-0.17055,0.50716,0.84177,-1.02087,-0.77808,0.56135,0.44745,-0.78987,1.1585,5.88921,-0.56669,0.02467,0.08468,-0.74742,0.08363,-0.57011,-0.13462,0.43293,0.18483,0.14104,0.29554,-0.57183,-0.22728,-0.12181,0.38524,-0.0322,-0.1103,-0.15093,-0.02154,-0.11467,-0.02757,-0.00258,-0.32436,-0.0171,-0.266,0.54189,-0.52114,0.19796,2.76663,0.47954,-0.36367,0.25882,0.02653
TCGA-06-0158,0.3333,0.11853,0.25909,0.47184,0.71537,0.41062,0.14251,-0.64197,-1.31014,-0.92397,-0.05599,0.10676,0.76435,-1.27689,-0.13325,0.33436,0.71142,-0.36706,-1.55035,-0.15013,0.29596,0.30099,2.78701,0.58414,0.54021,-0.55187,0.67002,1.23433,0.58555,1.17722,-0.19932,0.22213,0.27531,-0.28183,0.41731,0.8309,0.61807,0.31035,0.23194,-0.03193,0.56823,0.17485,0.23906,0.23205,0.09362,0.7675,1.16403,-1.0591,-0.06697,0.86796,-0.74706,1.05031,-0.66628,-0.29847,0.36185,0.13215,0.06365,1.20722,0.53051,0.27419,0.70639,0.78848,0.70953,-0.09886,1.0403,0.18833,-0.15948,-0.92048,0.9159,0.35653,0.00384,0.1336,1.04053,0.66114,-0.0185,0.16934,0.4341,-0.30241,0.2793,0.07347,0.69739,-0.27423,-0.15839,0.34959,0.43701,-0.18534,-0.29264,-0.03077,0.55909,-0.28236,-0.03033,0.41366,0.1236,0.5222,-0.84737,0.80159,-0.2982,0.00673,-0.12397
